LCLid,cluster,mean_daily_consumption,std_consumption,thermal_sensitivity,weekend_bias
MAC000039,1,0.18814502656459808,0.06626030057668686,1.170009732246399,0.9697398543357849
MAC000040,0,0.5575578212738037,0.18821553885936737,1.245563268661499,0.9723049998283386
MAC000041,1,0.17514364421367645,0.07635916024446487,2.2385647296905518,0.9047387838363647
MAC000042,1,0.1911371797323227,0.06630361080169678,1.0992095470428467,1.0608073472976685
MAC000043,1,0.07319188863039017,0.04491453990340233,1.7817673683166504,1.0170948505401611
MAC000044,2,0.2948724627494812,0.09597539901733398,1.605111837387085,1.2590924501419067
MAC000045,0,0.42634567618370056,0.1643541008234024,1.4316636323928833,1.002647042274475
MAC000046,2,0.2703218162059784,0.0714443027973175,1.3999662399291992,1.1612335443496704
MAC000047,1,0.10965422540903091,0.025444576516747475,0.998351514339447,1.0169792175292969
MAC000048,1,0.1369127333164215,0.07044719904661179,1.120072603225708,0.9307762980461121
MAC000049,0,0.7669001817703247,0.18612758815288544,1.3483810424804688,1.0548406839370728
MAC000050,2,0.48051390051841736,0.1430550366640091,1.1115113496780396,1.1724637746810913
MAC000051,1,0.32093292474746704,0.1040344089269638,1.2314047813415527,0.9445465207099915
MAC000052,2,0.1407611072063446,0.09583050012588501,2.7199344635009766,1.182265043258667
MAC000053,1,0.172377347946167,0.050211355090141296,1.4090303182601929,0.9050579071044922
MAC000054,2,0.19872885942459106,0.025721844285726547,1.0106016397476196,1.124904990196228
MAC000055,1,0.26366135478019714,0.08519723266363144,1.1986483335494995,0.9208955764770508
MAC000056,1,0.12705692648887634,0.038264963775873184,0.9731009602546692,1.1117726564407349
MAC000057,1,0.21687085926532745,0.09305732697248459,1.0059541463851929,1.0120060443878174
MAC000058,1,0.07055417448282242,0.01894773729145527,1.054161548614502,0.8813679814338684
MAC000059,1,0.362944096326828,0.05377848073840141,1.0407252311706543,1.0351667404174805
MAC000060,2,0.21933525800704956,0.06118009611964226,1.626291036605835,1.0866690874099731
MAC000061,2,0.1228223368525505,0.024516740813851357,1.169563889503479,1.201101541519165
MAC000062,1,0.24224767088890076,0.03703151270747185,1.1615005731582642,1.0522805452346802
MAC000063,1,0.2653164863586426,0.09214514493942261,1.3915095329284668,0.9844668507575989
MAC000064,2,0.26834234595298767,0.12147738039493561,1.3587651252746582,1.1570926904678345
MAC000065,2,0.15439903736114502,0.09889349341392517,2.1627330780029297,1.1431829929351807
MAC000066,1,0.1391294300556183,0.06298168748617172,1.539380669593811,1.0260437726974487
MAC000067,2,0.14648118615150452,0.041106224060058594,1.2028406858444214,1.1718655824661255
MAC000068,1,0.39698195457458496,0.06008881703019142,1.3150873184204102,0.9898697733879089
MAC000069,1,0.16004277765750885,0.08858577907085419,1.5398001670837402,1.0366467237472534
MAC000070,1,0.08876150846481323,0.02014714665710926,1.062103033065796,1.1033401489257812
MAC000071,2,0.36982858180999756,0.12133388221263885,1.4360873699188232,1.211629033088684
MAC000072,2,0.09053720533847809,0.04450931400060654,1.4788216352462769,1.2075603008270264
MAC000073,2,0.0833134800195694,0.048844411969184875,0.9341437816619873,1.2281787395477295
MAC000074,1,0.28237810730934143,0.05788907781243324,1.2849544286727905,1.0619434118270874
MAC000075,2,0.10693549364805222,0.05947590991854668,1.2877886295318604,1.242651343345642
MAC000076,2,0.3839527666568756,0.08479423820972443,1.1383275985717773,1.1295307874679565
MAC000077,1,0.12127672880887985,0.02244296483695507,1.0924525260925293,0.9747406244277954
MAC000078,1,0.10104887187480927,0.06741024553775787,1.7739026546478271,0.793624997138977
MAC000079,0,0.3736749291419983,0.2213510423898697,1.9598912000656128,1.163077712059021
MAC000080,2,0.07808715105056763,0.03195023909211159,1.078323245048523,1.3596867322921753
MAC000081,2,0.26473376154899597,0.07459604740142822,1.3271640539169312,1.2126260995864868
MAC000082,1,0.0801839828491211,0.04180176556110382,0.9791882038116455,0.9865217804908752
MAC000083,0,0.3021574020385742,0.16563190519809723,2.2478272914886475,1.156386137008667
MAC000084,2,0.2782062888145447,0.04597535729408264,1.0993947982788086,1.1335903406143188
MAC000085,0,0.5654438734054565,0.18920621275901794,1.3811827898025513,1.167396068572998
MAC000086,2,0.12722069025039673,0.04662131890654564,1.1722103357315063,1.161742091178894
MAC000087,2,0.3285621404647827,0.08321785926818848,1.3086596727371216,1.1076834201812744
MAC000088,2,0.33273640275001526,0.07310618460178375,1.173909306526184,1.1196056604385376
MAC000089,1,0.14595608413219452,0.07693124562501907,1.9056380987167358,0.9445382356643677
MAC000090,0,0.33073997497558594,0.1386927217245102,2.2598729133605957,1.0326100587844849
MAC000091,1,0.12887714803218842,0.04096345603466034,1.5346592664718628,1.0035854578018188
MAC000092,1,0.10519678145647049,0.0534917414188385,1.1700372695922852,0.7203484773635864
MAC000093,2,0.2370518147945404,0.07121720165014267,1.2514077425003052,1.1046674251556396
MAC000094,1,0.21015428006649017,0.09788672626018524,1.304144024848938,1.0398890972137451
MAC000095,1,0.15744410455226898,0.060356784611940384,1.0968046188354492,1.0003739595413208
MAC000096,0,0.5950290560722351,0.18196988105773926,1.248265266418457,0.9206912517547607
MAC000097,2,0.4072580337524414,0.136604905128479,1.1246445178985596,1.0758973360061646
MAC000098,1,0.23387712240219116,0.05780881270766258,1.4317163228988647,1.0206317901611328
MAC000099,1,0.09072231501340866,0.014267797581851482,1.1242250204086304,0.9696155786514282
MAC000100,2,0.2497738003730774,0.08704414963722229,1.2390328645706177,1.2764544486999512
MAC000101,1,0.232350155711174,0.07431534677743912,1.3386273384094238,1.0451916456222534
MAC000102,1,0.06849630922079086,0.020842615514993668,1.3469377756118774,0.9443178176879883
MAC000103,0,0.49334850907325745,0.16839395463466644,1.815698266029358,1.1431766748428345
MAC000104,2,0.16281484067440033,0.08444464206695557,1.502702236175537,1.1415129899978638
MAC000105,0,0.7763275146484375,0.40512052178382874,1.566981315612793,0.9917460680007935
MAC000106,1,0.26997241377830505,0.06933442503213882,1.391221046447754,1.0041671991348267
MAC000107,1,0.13742852210998535,0.03637512028217316,1.0543150901794434,1.0036250352859497
MAC000108,1,0.07161170989274979,0.01306441705673933,1.1478345394134521,1.024978518486023
MAC000109,1,0.13722003996372223,0.03321997448801994,1.1174440383911133,0.9601632952690125
MAC000110,2,0.33572834730148315,0.09736405313014984,1.3551485538482666,1.1630247831344604
MAC000111,1,0.2120022475719452,0.056895337998867035,1.0091241598129272,1.0264289379119873
MAC000112,2,0.26487335562705994,0.09341081976890564,1.5433342456817627,1.0829317569732666
MAC000113,0,0.5197733640670776,0.17009136080741882,1.3096356391906738,0.9570968747138977
MAC000114,1,0.1139931008219719,0.028957100585103035,1.382326364517212,1.0107535123825073
MAC000115,2,0.18415243923664093,0.05253392457962036,1.5684868097305298,1.1197471618652344
MAC000116,0,0.6480931639671326,0.21332061290740967,1.1522763967514038,0.9171658158302307
MAC000117,2,0.16410678625106812,0.07015278935432434,1.4226080179214478,1.204335331916809
MAC000118,2,0.15877321362495422,0.07723638415336609,1.4184815883636475,1.1193681955337524
MAC000119,1,0.2959008514881134,0.09412916004657745,1.6660726070404053,0.9307637214660645
MAC000120,1,0.04343029856681824,0.02238132804632187,0.8664423227310181,0.9620599150657654
MAC000121,1,0.2297191619873047,0.046871889382600784,1.2873648405075073,1.0142742395401
MAC000122,1,0.11104010790586472,0.023002414032816887,1.2026492357254028,1.023564100265503
MAC000123,1,0.15663543343544006,0.025622958317399025,1.3330732583999634,1.0005639791488647
MAC000124,1,0.22756735980510712,0.03618234395980835,1.1713718175888062,0.9628535509109497
MAC000125,2,0.21695367991924286,0.08955690264701843,1.4321534633636475,1.3163940906524658
MAC000126,1,0.1101795881986618,0.05533408373594284,1.5304566621780396,1.080241084098816
MAC000127,1,0.19450126588344574,0.05979963019490242,1.2027537822723389,1.055817723274231
MAC000128,2,0.10892482846975327,0.026905588805675507,1.157564640045166,1.2874560356140137
MAC000129,1,0.21589110791683197,0.134224995970726,1.4888758659362793,0.6877013474702836
MAC000130,1,0.07755469530820847,0.015635481104254723,1.196096420288086,1.0146857500076294
MAC000131,1,0.2121790498495102,0.06722114980220795,1.727609395980835,0.8673872947692871
MAC000132,2,0.2895035743713379,0.06864721328020096,1.1835074424743652,1.1330369710922241
MAC000133,2,0.4538744390010834,0.11523224413394928,1.252702236175537,1.12482488155365
MAC000134,0,0.39173424243927,0.41663666129112265,3.830190658569336,1.261260986328125
MAC000135,1,0.11151424050331116,0.013231676071882248,1.0778090953826904,1.007738709449768
MAC000136,2,0.3521481454372406,0.09352526068687439,1.1740914583206177,1.2899267673492432
MAC000137,2,0.2908339500427246,0.07931707054376602,1.1436342000961304,1.2504425048828125
MAC000138,1,0.16911984980106354,0.10276082158088684,2.410148859024048,1.0178344249725342
MAC000139,1,0.3838622570037842,0.09643983095884323,1.5226516723632812,0.9914408922195435
MAC000140,1,0.10482892394065857,0.042723048478364944,1.222835898399353,0.8451101779937744
MAC000141,1,0.12778814136981964,0.046105798333883286,1.707735300064087,1.0366466045379639
MAC000142,0,0.5347943902015686,0.16882170736789703,1.3155299425125122,1.058384895324707
MAC000143,1,0.1875288039445877,0.05736101046204567,1.3783283233642578,0.9438239336013794
MAC000144,2,0.1296072006225586,0.038763850927352905,1.167515516281128,1.2065396308898926
MAC000145,1,0.2601071298122406,0.07288891077041626,1.3345894813537598,1.056527018547058
MAC000146,1,0.13573600351810455,0.02626768685877323,1.0867596864700317,0.9046029448509216
MAC000147,2,0.13633090257644653,0.03322169557213783,0.9893175363540649,1.1472806930541992
MAC000148,1,0.10142587870359421,0.0569409504532814,3.5016767978668213,0.994358241558075
MAC000149,1,0.04894808307290077,0.030810808762907982,1.6916513442993164,1.0506088733673096
MAC000150,2,0.20173467695713043,0.08325343579053879,1.28439462184906,1.478948771953583
MAC000151,1,0.07734650373458862,0.013542737811803818,1.2972862720489502,1.019227385520935
MAC000152,1,0.19091804325580597,0.09395154565572739,1.387329339981079,0.959977388381958
MAC000153,0,0.6359986662864685,0.24925877153873444,2.132636070251465,1.0432292222976685
MAC000154,1,0.17587003111839294,0.04064195230603218,0.9312369227409363,1.029645562171936
MAC000155,2,0.2894345819950104,0.07551107555627823,1.4546046257019043,1.1160621643066406
MAC000156,1,0.23735938966274261,0.03492380678653717,1.2086477279663086,1.018366813659668
MAC000157,2,0.23790918290615082,0.05319098010659218,1.0913758277893066,1.1738394498825073
MAC000158,1,0.08352010697126389,0.019836558029055595,1.1499696969985962,1.0124238729476929
MAC000159,1,0.21370992064476013,0.0747826099395752,1.091389536857605,0.9920471906661987
MAC000160,2,0.14179059863090515,0.05437145754694939,0.9963170886039734,1.132650375366211
MAC000161,1,0.24885544180870056,0.040863871574401855,1.1796106100082397,1.010542631149292
MAC000162,1,0.10134690254926682,0.036131352186203,0.957062840461731,0.9252641201019287
MAC000163,2,0.26280295848846436,0.12834613025188446,1.4838690757751465,1.0901710987091064
MAC000164,0,0.3135961890220642,0.16667792201042175,1.8324711322784424,0.9870878458023071
MAC000165,1,0.2212071418762207,0.050749894231557846,1.0616146326065063,1.0844529867172241
MAC000166,1,0.20222654938697815,0.040781889110803604,1.2038896083831787,1.0078959465026855
MAC000167,2,0.131019726395607,0.07923023402690887,1.3482661247253418,1.126434326171875
MAC000168,1,0.04132497310638428,0.030090318992733955,1.8995882272720337,1.0067182779312134
MAC000169,2,0.1394125521183014,0.05059560015797615,1.3199899196624756,1.2045402526855469
MAC000170,1,0.2669742703437805,0.09052887558937073,1.1652352809906006,1.010631799697876
MAC000171,1,0.07028649002313614,0.05430065467953682,1.3320339918136597,0.9361001253128052
MAC000172,1,0.08630788326263428,0.04826242849230766,0.8511200547218323,1.0328073501586914
MAC000173,1,0.12052198499441147,0.029269292950630188,1.5167490243911743,1.0654199123382568
MAC000174,2,0.43415090441703796,0.08388443291187286,1.0130016803741455,1.0534336566925049
MAC000175,1,0.16712257266044617,0.026612453162670135,1.074463129043579,1.0339434146881104
MAC000176,1,0.16082748770713806,0.06047755852341652,0.6380041241645813,0.9889181852340698
MAC000177,1,0.11417078226804733,0.05468406900763512,0.9523158073425293,1.1073131561279297
MAC000178,2,0.2321469634771347,0.06359046697616577,1.1613037586212158,1.0970007181167603
MAC000179,2,0.15373782813549042,0.060025133192539215,1.2282567024230957,1.2095690965652466
MAC000180,2,0.22485101222991943,0.07247739285230637,1.244710922241211,1.257812261581421
MAC000181,1,0.23624491691589355,0.087767593562603,1.177199125289917,1.0494462251663208
MAC000182,2,0.126155287027359,0.04806622490286827,1.2962294816970825,1.4472166299819946
MAC000183,1,0.22190405428409576,0.08711264282464981,1.2878503799438477,1.0047777891159058
MAC000184,2,0.19831013679504395,0.05555776134133339,1.0595978498458862,1.1289993524551392
MAC000185,2,0.1226981058716774,0.04693596810102463,1.233495831489563,1.3658121824264526
MAC000186,1,0.08188973367214203,0.042297691106796265,2.1624724864959717,1.0622292757034302
MAC000187,1,0.1765507012605667,0.05513469874858856,1.5212210416793823,1.063755989074707
MAC000188,1,0.09413498640060425,0.02243168279528618,1.3891489505767822,1.0234922170639038
MAC000189,0,0.26836147904396057,0.16008031368255615,3.737938165664673,1.0446888208389282
MAC000190,1,0.14010575413703918,0.036536477506160736,1.297316312789917,1.0633383989334106
MAC000191,2,0.3341977000236511,0.13546133041381836,1.6278308629989624,1.132908582687378
MAC000192,2,0.15513388812541962,0.03936174139380455,0.9662003517150879,1.2073696851730347
MAC000193,1,0.2428441345691681,0.10994601249694824,2.3092167377471924,0.9987216591835022
MAC000194,2,0.1944403052330017,0.12318839877843857,1.3515604734420776,1.0907130241394043
MAC000195,0,0.3295232355594635,0.19915027916431427,4.845616340637207,0.906855046749115
MAC000196,1,0.056623756885528564,0.026349175721406937,1.835606575012207,1.0437297821044922
MAC000197,1,0.03081774853169918,0.009396003317087889,2.9436073303222656,0.8279157876968384
MAC000198,0,0.2704247832298279,0.23724240064620972,3.7380294799804688,0.9500419497489929
MAC000199,1,0.12377306073904037,0.029944220557808876,1.2269610166549683,1.0650428533554077
MAC000200,1,0.09227637201547623,0.027027182281017303,1.226072072982788,1.0612061023712158
MAC000201,1,0.18265248835086823,0.040520310401916504,1.1686835289001465,1.0452375411987305
MAC000202,2,0.34591659903526306,0.11668461561203003,1.7820390462875366,1.1786338090896606
MAC000203,1,0.1305687427520752,0.032974567264318466,1.2113760709762573,0.9665078520774841
MAC000204,1,0.07220348715782166,0.034471895545721054,1.853728175163269,1.015458106994629
MAC000205,1,0.25235459208488464,0.06079844757914543,1.0279194116592407,1.00723397731781
MAC000206,2,0.2220192551612854,0.07114608585834503,1.2713944911956787,1.337956190109253
MAC000207,2,0.31118106842041016,0.10459068417549133,1.351768136024475,1.1229605674743652
MAC000208,1,0.18345487117767334,0.04583828151226044,1.308738112449646,1.020516037940979
MAC000209,1,0.05879977345466614,0.009396003317087889,1.1255977153778076,0.9848121404647827
MAC000210,1,0.10728543251752853,0.015177937224507332,1.2693790197372437,0.9871805310249329
MAC000211,1,0.19391483068466187,0.05201080068945885,1.1620004177093506,1.005433201789856
MAC000212,1,0.06920439004898071,0.026819569990038872,0.9218131303787231,0.9968128800392151
MAC000213,1,0.1465727686882019,0.052836425602436066,1.412516474723816,1.0574220418930054
MAC000214,2,0.15858125686645508,0.041109152138233185,1.0610936880111694,1.1856162548065186
MAC000215,1,0.12004396319389343,0.02702968381345272,1.151922583580017,0.93614661693573
MAC000216,0,0.5117505192756653,0.1891770213842392,1.9251891374588013,1.0309199094772339
MAC000217,1,0.0966518446803093,0.03394409641623497,0.9241114854812622,0.9953659176826477
MAC000218,2,0.3256834149360657,0.07052090764045715,1.0004974603652954,1.1297317743301392
MAC000219,1,0.13551831245422363,0.027172382920980453,1.186404824256897,1.0052732229232788
MAC000220,1,0.10322237759828568,0.055598899722099304,0.9976213574409485,1.0384732484817505
MAC000221,1,0.26335006952285767,0.12301307916641235,1.8515357971191406,0.9166029691696167
MAC000222,0,0.2802565395832062,0.16441947221755981,2.549834728240967,0.854751706123352
MAC000223,1,0.1209924966096878,0.08493546396493912,1.4887322187423706,0.9808602333068848
MAC000224,2,0.33135852217674255,0.11451805382966995,1.3146326541900635,1.1821067333221436
MAC000225,1,0.16478273272514343,0.06295675039291382,1.7145195007324219,1.0275365114212036
MAC000226,1,0.2741571068763733,0.06510008126497269,1.332158088684082,0.9971678853034973
MAC000227,2,0.31541934609413147,0.07544019818305969,1.0804400444030762,1.1369532346725464
MAC000228,1,0.1449022740125656,0.043976884335279465,1.2981758117675781,0.8122133612632751
MAC000229,1,0.16554176807403564,0.06361498683691025,1.4954428672790527,0.9882887005805969
MAC000230,1,0.22629660367965698,0.062194861471652985,1.1124589443206787,0.9910682439804077
MAC000231,1,0.07873018831014633,0.0159270241856575,1.037678599357605,0.9231587052345276
MAC000232,1,0.05265028402209282,0.013836617581546307,1.3699971437454224,0.9446240663528442
MAC000233,1,0.05603867024183273,0.011590799316763878,1.0798838138580322,1.003305196762085
MAC000234,1,0.2435140162706375,0.07482454925775528,1.358992099761963,0.9736763834953308
MAC000235,0,0.20876529812812805,0.3053703010082245,4.087039470672607,0.9277837872505188
MAC000236,1,0.08180927485227585,0.01646820455789566,1.1842070817947388,0.940768837928772
MAC000237,0,0.5839239358901978,0.1821366399526596,1.7020796537399292,1.2013605833053589
MAC000238,2,0.19445934891700745,0.07063715159893036,1.2792168855667114,1.2984064817428589
MAC000239,1,0.15529577434062958,0.021855784580111504,1.1930952072143555,1.002968430519104
MAC000240,1,0.21728424727916718,0.0792609304189682,1.3704675436019897,1.0785194635391235
MAC000241,1,0.19074396789073944,0.04399235546588898,1.3131029605865479,0.9393436312675476
MAC000242,1,0.040363479405641556,0.03668287396430969,0.6131315803527833,1.0927098989486694
MAC000243,2,0.27819690108299255,0.11172661930322647,1.3101285696029663,1.4376310110092163
MAC000244,1,0.14989417791366577,0.024411512538790703,1.1039518117904663,0.9744845628738403
MAC000245,0,0.5802223086357117,0.21528390049934387,1.3538389205932617,1.100019097328186
MAC000246,2,0.3533502519130707,0.14386498928070068,1.477365493774414,1.2187155485153198
MAC000247,1,0.23505286872386932,0.05762270838022232,1.2018576860427856,1.0809412002563477
MAC000248,1,0.258045494556427,0.08339221030473709,1.386292576789856,1.000942587852478
MAC000249,0,0.7763275146484375,0.31569698452949524,1.565425157546997,1.0219358205795288
MAC000250,2,0.1492968052625656,0.06543493270874023,1.4440983533859253,1.3481945991516113
MAC000251,2,0.2120438516139984,0.07202041894197464,1.0770734548568726,1.1246157884597778
MAC000252,0,0.5477527379989624,0.3135111629962921,2.8882877826690674,1.0065901279449463
MAC000253,2,0.2459566742181778,0.06815724819898605,1.3725361824035645,1.3339494466781616
MAC000254,2,0.2368331253528595,0.09975475072860718,1.1398228406906128,1.478948771953583
MAC000255,2,0.35820361971855164,0.06077999249100685,1.0698312520980835,1.0828183889389038
MAC000256,0,0.5156902074813843,0.21717041730880737,2.0931129455566406,1.062451720237732
MAC000257,0,0.5249478816986084,0.17047089338302612,1.6992160081863403,1.0215911865234375
MAC000258,1,0.1681130826473236,0.028182189911603928,1.2464615106582642,1.0365760326385498
MAC000259,2,0.2239835262298584,0.06964874267578125,1.3432546854019165,1.179118275642395
MAC000260,0,0.15062816441059113,0.15965536236763,5.0,0.938773512840271
MAC000261,1,0.15324686467647552,0.029244909062981606,0.9887477159500122,1.0123381614685059
MAC000262,1,0.3552849590778351,0.10534043610095978,1.1713346242904663,1.0093300342559814
MAC000263,1,0.09539580345153809,0.016822708770632744,1.2552851438522339,1.0595718622207642
MAC000264,1,0.17515237629413605,0.03844493627548218,1.194616436958313,1.039402723312378
MAC000265,1,0.16700565814971924,0.055208686739206314,1.9475932121276855,1.0692546367645264
MAC000266,1,0.1215616762638092,0.031986989080905914,1.2778962850570679,0.7881234884262085
MAC000267,1,0.2210344821214676,0.05992944538593292,1.3266555070877075,1.037306785583496
MAC000268,1,0.09472081065177917,0.030467355623841286,1.2696441411972046,1.056017279624939
MAC000269,1,0.0606679692864418,0.009435747750103474,0.9756366610527039,0.9855055212974548
MAC000270,2,0.3950256407260895,0.05844803526997566,1.1079864501953125,1.0756381750106812
MAC000271,1,0.18355971574783325,0.05467919632792473,1.1177654266357422,1.0396087169647217
MAC000272,1,0.22116394340991974,0.08130217343568802,1.6494311094284058,1.0388392210006714
MAC000273,1,0.08828562498092651,0.1522923707962036,2.147632360458374,0.8507367372512817
MAC000274,0,0.7297158241271973,0.372825562953949,3.8395912647247314,1.0212712287902832
MAC000275,1,0.16285797953605652,0.055034562945365906,1.7147163152694702,0.922767698764801
MAC000276,2,0.31828081607818604,0.06257208436727524,0.9860390424728394,1.1204479932785034
MAC000277,1,0.23932458460330963,0.0621805340051651,1.409376621246338,1.0281484127044678
MAC000278,1,0.12737473845481873,0.032891061156988144,1.0854718685150146,1.0486363172531128
MAC000279,1,0.09844083338975906,0.017680099233984947,1.293225646018982,1.0640314817428589
MAC000280,2,0.36061733961105347,0.06297730654478073,1.1495345830917358,1.107418179512024
MAC000281,2,0.17967981100082397,0.030505824834108353,1.1152094602584839,1.2953088283538818
MAC000282,1,0.12698115408420563,0.038124002516269684,1.2448253631591797,0.9980617165565491
MAC000283,1,0.14273220300674438,0.047282226383686066,1.3926423788070679,0.9592334032058716
MAC000284,1,0.04676305875182152,0.019833439961075783,1.158807635307312,1.077688455581665
MAC000285,1,0.06823652982711792,0.022458430379629135,1.5715465545654297,0.9260162115097046
MAC000286,1,0.26274770498275757,0.04148806259036064,1.0694215297698975,1.053236722946167
MAC000287,1,0.04339198023080826,0.03919327259063721,0.9737218618392944,0.9186137914657593
MAC000288,1,0.2120046764612198,0.06128949299454689,1.258093237876892,0.9527928829193115
MAC000289,2,0.13572274148464203,0.06069079414010048,1.5047332048416138,1.478948771953583
MAC000290,1,0.14131468534469604,0.022567788138985634,1.1739779710769653,1.082977533340454
MAC000291,1,0.3809693157672882,0.15101894736289978,1.3855102062225342,1.0098921060562134
MAC000292,1,0.10484850406646729,0.030828025192022324,1.0867270231246948,0.9683703184127808
MAC000293,1,0.14188405871391296,0.03584475442767143,0.8984989523887634,1.0409115552902222
MAC000294,1,0.2719985246658325,0.07996197789907455,1.1696608066558838,1.0595897436141968
MAC000295,1,0.22072020173072815,0.05494159832596779,1.3631210327148438,1.0393751859664917
MAC000296,0,0.3920421302318573,0.13535524904727936,1.761871337890625,1.0017132759094238
MAC000297,0,0.16128037869930267,0.16114211082458496,5.0,0.8433947563171387
MAC000298,2,0.08013255149126053,0.018991364166140556,1.1744948625564575,1.153995394706726
MAC000299,0,0.301260381937027,0.16521908342838287,2.346731424331665,0.9977551698684692
MAC000300,1,0.17974361777305603,0.13608670234680176,2.6379969120025635,1.0008344650268555
MAC000301,2,0.19556500017642975,0.06602773815393448,1.1836847066879272,1.478948771953583
MAC000302,1,0.1589241623878479,0.04035528004169464,1.3900278806686401,0.9956555962562561
MAC000303,1,0.14412659406661987,0.03982900083065033,1.4390954971313477,1.0779811143875122
MAC000304,1,0.2343887835741043,0.07340682297945023,1.5827702283859253,0.8722347021102905
MAC000305,0,0.11627111583948135,0.09029046446084976,5.0,1.0556749105453491
MAC000306,1,0.14932414889335632,0.06049918383359909,1.0000662803649902,0.8528205156326294
MAC000307,0,0.7763275146484375,0.41663666129112265,1.8599625825881958,0.7886801958084106
MAC000308,2,0.09329264611005783,0.047080252319574356,1.1020718812942505,1.134721279144287
MAC000309,2,0.3933480978012085,0.177219420671463,1.720365285873413,1.175752878189087
MAC000310,2,0.1275670975446701,0.03644021600484848,1.2096712589263916,1.1911277770996094
MAC000311,2,0.31856951117515564,0.11531119793653488,1.4764087200164795,1.1225602626800537
MAC000312,0,0.4506044089794159,0.28264617919921875,4.421932220458984,1.0319042205810547
MAC000313,1,0.2901395261287689,0.04518057778477669,1.0033091306686401,0.9608162641525269
MAC000314,1,0.11531850695610046,0.02627752721309662,1.2570562362670898,1.0297056436538696
MAC000315,2,0.09859983623027802,0.03181368112564087,1.0549081563949585,1.1729470491409302
MAC000316,2,0.08267779648303986,0.03906945511698723,1.0096354484558105,1.478948771953583
MAC000317,1,0.16441014409065247,0.027515849098563194,1.3118116855621338,0.9883872866630554
MAC000318,1,0.16916923224925995,0.13281503319740295,2.0026941299438477,1.0415360927581787
MAC000319,2,0.1581072062253952,0.07795736193656921,1.3873594999313354,1.1656213998794556
MAC000320,2,0.25977763533592224,0.14610415697097778,1.9899331331253052,1.2990775108337402
MAC000321,0,0.7763275146484375,0.41663666129112265,4.561166286468506,0.987445056438446
